Fecha;PM2.5(µg/m³);Xileno(µg/m³);SO2(µg/m³);CO(mg/m³);NO(µg/m³);NO2(µg/m³);PM10(µg/m³);NOx(µg/m³);Ozono(µg/m³);Tolueno(µg/m³);Benceno(µg/m³);Ruido(dBA)
2020-05-09;6;1.0;4;0.1;2;8;7;11;;1.9;0.5;53
2020-05-11;1;0.8;4;0.2;2;6;2;10;59;1.6;0.3;57
2020-05-12;1;1.0;5;0.1;4;12;3;18;70;2.0;0.4;55
2020-05-13;1;1.1;4;0.1;2;9;2;13;81;1.7;0.4;56
2020-05-15;1;0.9;8;0.1;8;18;2;30;60;2.1;0.4;55
2020-05-16;2;1.2;4;0.1;3;11;4;16;66;2.1;0.4;52
2020-05-17;2;1.1;4;0.1;3;6;2;10;77;1.8;0.4;51
2020-05-19;4;1.4;6;0.1;9;29;7;42;68;2.8;0.6;55
2020-05-24;;1.0;4;0.1;3;7;;11;77;2.1;0.4;53
2020-05-26;10;1.0;5;0.1;6;19;18;28;;2.9;0.5;55
2020-05-30;6;1.0;7;0.1;5;15;13;22;89;1.9;0.4;54
2020-05-31;5;0.8;5;0.1;3;8;12;12;97;1.3;0.3;52
2020-06-01;8;1.0;4;0.1;8;21;19;34;79;1.5;0.4;55
2020-06-03;14;1.0;4;0.1;8;26;27;39;71;2.1;0.5;56
2020-06-05;4;0.6;4;0.2;8;21;12;33;77;0.7;0.3;56
2020-06-16;8;0.5;4;0.1;6;15;16;24;70;0.8;0.3;56
2020-06-22;10;1.3;4;0.1;13;28;18;47;40;1.6;0.3;56
2020-06-25;6;1.9;4;0.1;14;30;15;51;61;3.5;0.4;55
2020-06-28;14;1.8;3;0.1;5;14;21;21;56;2.9;0.4;54
2020-06-30;13;2.0;5;0.1;11;20;23;37;45;3.1;0.4;56
2020-07-04;9;1.5;3;0.1;7;13;15;24;55;2.4;0.3;55
2020-07-05;8;1.4;4;0.1;5;11;13;18;59;2.2;0.3;54
2020-07-16;8;2.0;6;0.2;15;35;13;57;77;4.1;2.5;57
2020-07-17;10;2.1;6;0.2;16;34;15;58;56;4.7;1.9;58
2020-07-24;9;;6;0.3;8;26;15;38;68;;;57
2020-07-25;7;;6;0.2;4;19;11;25;70;;;55
2020-07-26;9;;6;0.2;3;13;13;17;69;;;55
2020-07-28;11;;7;0.2;7;24;19;34;61;;;57
2020-08-01;16;3.4;6;0.1;5;19;21;26;;6.0;2.5;57
2020-08-05;8;2.5;7;0.1;8;20;12;31;;6.6;2.2;57
2020-08-06;7;2.6;7;0.1;11;26;11;42;;6.9;2.2;57
2020-08-08;6;2.6;6;0.1;4;23;12;29;;5.0;2.0;55
2020-08-11;8;8.6;8;0.1;4;18;13;24;;10.8;0.7;56
2020-08-15;12;1.0;5;0.1;3;17;16;22;;2.3;0.9;54
2020-08-18;8;2.0;7;0.1;8;25;12;37;;2.9;1.1;56
2020-08-21;8;1.4;6;0.1;9;21;14;34;72;2.3;0.9;57
2020-08-27;7;1.5;4;0.1;11;22;11;38;62;1.8;0.9;56
2020-08-28;10;1.6;3;0.1;8;21;12;33;;1.3;0.8;57
2020-08-30;2;0.2;3;;6;14;3;23;;0.2;0.3;53
2020-09-06;6;0.7;3;0.1;4;14;8;20;;1.2;0.4;55
2020-09-10;9;0.9;3;0.2;11;27;12;44;77;1.7;0.8;57
2020-09-11;9;1.1;5;0.1;12;27;15;46;79;2.3;1.0;57
2020-09-12;8;1.0;3;0.1;3;17;12;22;92;1.4;0.9;56
2020-09-15;11;1.5;3;0.1;10;26;16;41;67;2.3;1.0;57
2020-09-16;16;1.9;3;0.1;13;27;22;46;59;2.4;1.1;57
2020-09-21;5;1.1;3;0.3;11;23;9;40;63;2.4;1.0;56
2020-09-28;5;0.9;3;0.2;14;27;9;48;60;1.1;0.7;56
2020-09-29;4;1.3;3;;11;27;8;45;63;1.4;0.8;56
2020-10-15;2;0.3;3;0.2;5;10;4;18;62;0.4;0.5;56
2020-10-21;12;1.7;5;0.1;17;43;20;69;30;3.9;1.5;58
2020-10-22;16;2.5;6;0.2;28;43;21;86;8;6.2;1.7;60
2020-10-25;5;0.3;3;0.1;2;2;13;5;74;0.2;0.6;56
2020-10-26;3;0.3;3;0.2;4;9;7;15;60;0.4;0.5;57
2020-11-01;12;1.4;3;0.1;6;20;13;29;32;2.2;1.0;57
2020-11-02;15;1.6;5;0.1;26;32;18;72;27;3.0;1.2;59
2020-11-03;15;1.9;3;0.1;11;25;17;41;36;3.4;1.4;58
2020-11-04;2;0.7;3;0.1;4;9;3;14;52;0.6;0.7;62
2020-11-05;5;0.9;3;0.1;3;8;5;12;55;0.8;0.7;
2020-11-06;8;1.0;3;0.1;3;7;9;11;61;1.2;0.8;
2020-11-07;5;1.0;3;0.1;7;18;5;29;43;1.2;0.7;
2020-11-08;6;1.2;4;0.2;18;27;6;54;18;2.0;0.8;
2020-11-09;7;1.9;3;0.2;19;31;8;60;18;2.5;0.9;
2020-11-11;11;2.2;4;0.2;23;35;12;71;19;3.5;1.1;
2020-11-13;11;2.0;3;0.2;21;37;12;69;16;3.8;1.2;
2020-11-16;4;1.6;4;0.2;18;24;5;51;21;2.6;0.8;
2020-11-19;15;2.2;3;0.2;22;32;17;66;25;3.7;1.0;60
2020-11-22;7;0.7;3;0.2;7;19;7;29;36;1.0;0.6;57
2020-11-23;8;1.0;4;0.2;23;34;10;68;26;2.4;0.9;59
2020-11-24;14;1.2;3;0.2;25;37;15;74;18;3.1;1.1;60
2020-11-25;16;1.3;4;0.2;29;41;17;86;15;4.1;1.2;60
2020-11-26;7;0.9;3;0.1;3;17;7;22;55;1.7;0.8;62
2020-12-03;5;0.4;3;0.3;11;16;6;32;38;0.8;0.5;58
2020-12-04;3;0.2;3;0.2;5;12;3;18;54;0.2;0.4;59
2020-12-08;1;0.2;3;0.2;2;4;1;7;69;0.2;0.4;58
2020-12-13;5;0.6;3;0.1;5;15;5;23;41;0.8;0.7;56
2020-12-15;6;1.0;3;0.2;16;24;7;49;27;2.1;0.9;59
2020-12-17;7;1.3;4;0.3;40;40;9;100;14;3.0;1.4;59
2020-12-22;13;1.9;3;0.1;35;34;14;88;8;3.2;1.3;61
2020-12-25;3;0.3;3;;3;4;3;9;59;0.3;0.5;55
2020-12-27;6;0.2;3;;3;5;10;10;58;0.2;0.5;57
2020-12-28;3;0.2;3;0.1;5;9;7;17;67;0.2;0.5;60
2020-12-29;3;0.3;3;0.1;5;10;5;18;55;0.2;0.5;60
2021-01-01;2;0.2;3;0.2;3;7;2;12;64;0.2;0.5;54
2021-01-02;2;0.2;3;0.3;5;8;2;15;60;0.2;0.4;56
2021-01-12;9;0.4;3;;12;24;9;43;40;0.6;0.7;57
2021-01-17;6;1.1;3;0.1;3;11;6;16;58;0.6;0.5;52
2021-01-18;7;3.3;5;0.1;30;38;8;84;26;3.1;0.8;58
2021-01-19;11;;3;0.1;31;39;12;87;16;;;60
2021-01-20;17;;3;0.2;45;43;18;112;13;;;60
2021-01-22;3;;3;0.1;3;4;7;8;73;;;59
2021-01-23;2;;3;0.1;3;5;3;10;74;;;59
2021-01-24;6;;3;0.1;2;3;9;7;77;;;60
2021-01-26;;3.3;4;0.1;25;34;;72;21;9.6;1.8;59
2021-01-27;;8.8;8;0.2;54;31;;114;16;14.2;3.7;58
2021-01-30;6;1.0;3;0.1;2;2;17;6;62;2.1;1.0;60
2021-02-03;8;2.1;4;0.1;9;20;10;33;31;4.0;1.3;57
2021-02-04;18;3.0;5;0.1;20;21;20;52;30;15.3;3.2;58
2021-02-06;15;1.5;3;0.1;4;7;30;13;47;2.9;1.2;56
2021-02-10;3;1.1;3;0.1;3;7;8;12;80;1.9;0.9;59
2021-02-17;22;3.2;3;0.1;8;24;22;36;48;10.3;1.6;60
2021-02-19;28;1.8;3;0.1;10;22;29;37;63;4.8;1.6;60
2021-02-20;21;1.1;3;0.1;3;9;21;14;87;4.0;1.3;57
2021-02-22;3;2.0;3;0.2;5;10;3;19;53;5.3;1.9;60
2021-03-01;12;1.1;3;0.1;4;10;14;17;72;1.7;1.2;61
2021-03-04;20;2.8;3;0.2;12;24;22;42;57;2.1;1.3;59
2021-03-06;18;1.1;3;0.1;6;12;19;21;59;1.8;1.2;59
2021-03-09;7;;3;0.2;19;29;9;59;43;;;59
2021-03-14;3;;3;0.3;5;15;5;22;73;;;54
2021-03-18;5;;3;0.1;6;23;6;32;51;;;58
2021-03-24;19;;3;0.1;17;44;19;69;53;;;59
2021-03-29;6;;4;0.2;16;25;7;50;84;;;
2021-04-01;12;;4;0.2;15;37;14;60;65;;;
2021-04-05;12;;3;0.1;6;18;13;27;70;;;
2021-04-09;9;0.4;3;0.1;10;32;9;47;59;0.9;0.5;
2021-04-15;6;0.4;3;0.1;10;25;7;39;76;5.8;0.5;59
2021-04-17;7;0.3;3;0.4;6;17;8;26;73;0.3;0.5;56
2021-04-19;11;0.6;4;0.2;18;27;13;54;66;1.2;0.6;58
2021-04-24;9;0.2;3;0.1;4;14;9;19;90;0.2;0.4;
2021-04-29;8;0.5;3;0.2;12;31;12;50;48;0.8;0.5;60
2021-05-02;7;0.2;3;;3;9;8;14;74;0.2;0.4;57
2021-05-08;15;0.2;3;0.1;5;14;16;21;71;0.2;0.4;59
2021-05-09;18;0.2;3;0.1;3;13;19;18;58;0.2;0.4;57
2021-05-12;4;0.2;3;0.2;5;12;11;19;58;0.4;0.4;58
2021-05-17;4;0.2;3;0.1;13;24;4;44;;0.4;0.5;59
2021-05-20;4;0.3;3;0.1;16;28;6;51;58;0.7;0.5;60
2021-05-22;6;0.1;3;0.1;5;13;7;21;82;0.1;0.4;58
2021-05-24;4;0.2;3;0.2;8;16;5;27;73;0.1;0.4;60
2021-05-25;3;0.3;3;0.2;7;18;5;29;77;0.4;0.4;59
2021-05-28;6;0.4;3;0.1;14;39;7;61;57;0.7;0.5;59
2021-06-12;4;0.1;3;0.1;;;7;;;0.1;0.3;
2021-06-15;5;0.7;4;0.1;;;9;;;2.3;0.4;
2021-06-17;5;0.3;3;0.1;10;38;6;53;;0.7;0.3;
2021-06-23;4;0.2;3;0.1;13;23;10;42;51;0.7;0.3;
2021-07-02;10;0.2;3;0.1;11;23;19;39;32;2.7;0.3;
2021-07-04;13;0.1;3;0.1;1;3;30;4;28;0.4;0.2;
2021-07-07;5;0.2;3;0.1;8;18;15;31;70;;0.3;
2021-07-08;6;0.3;3;0.1;14;26;15;48;58;1.6;0.3;
2021-07-10;6;0.1;3;0.1;4;11;14;17;68;0.5;0.2;60
2021-07-12;10;0.4;3;0.1;10;17;36;32;51;1.2;0.3;61
2021-07-13;4;0.2;3;0.2;10;19;17;34;45;2.6;0.3;59
2021-07-21;9;0.2;3;0.1;6;18;15;28;;0.5;0.3;60
2021-07-24;11;0.1;3;0.1;3;10;17;14;;0.3;0.3;60
2021-07-25;10;0.1;3;0.1;2;5;17;8;;0.2;0.2;59
2021-07-26;6;0.2;3;0.1;5;19;11;26;56;0.3;0.2;61
2021-07-28;8;0.6;4;0.1;8;19;15;30;73;1.1;0.4;61
2021-07-30;13;0.8;3;0.1;10;23;21;39;;1.2;0.4;62
2021-07-31;12;0.2;3;0.1;2;10;20;13;;0.4;0.3;60
2021-08-03;5;0.2;3;0.1;7;20;12;31;88;0.7;0.3;61
2021-08-08;7;0.2;3;0.1;2;6;12;9;74;0.4;0.2;60
2021-08-12;15;0.5;3;0.1;10;37;43;52;65;1.2;0.4;59
2021-08-14;18;0.3;3;0.1;5;19;38;26;;0.5;0.3;60
2021-08-21;7;0.3;4;0.1;4;11;10;17;61;0.4;0.2;59
2021-08-24;7;0.2;5;0.1;5;13;14;20;61;0.5;0.3;61
2021-09-02;6;0.5;7;0.1;6;25;11;34;70;0.5;0.3;63
2021-09-03;11;0.5;3;0.1;10;27;18;41;60;1.0;0.4;63
2021-09-06;10;0.5;3;0.1;12;26;17;44;45;1.9;0.4;63
2021-09-09;10;;5;0.1;11;29;17;45;50;;0.4;62
2021-09-18;10;0.3;3;0.1;4;18;17;24;53;0.6;0.3;63
2021-09-19;4;0.2;3;0.1;3;16;9;20;45;0.5;0.3;59
2021-09-20;4;0.4;3;0.1;13;25;10;45;43;0.8;0.3;62
2021-09-22;4;0.2;3;0.1;5;12;7;20;73;1.1;0.3;65
2021-09-27;10;1.8;4;0.1;14;31;17;52;52;1.9;0.4;62
2021-09-30;6;1.2;3;0.1;9;19;11;33;55;1.9;0.4;62
2021-10-03;10;;3;0.1;3;9;19;13;46;;;63
2021-10-09;5;;3;0.1;4;16;8;23;62;;;61
2021-10-12;10;;3;0.1;3;17;14;21;55;;;62
2021-10-15;11;0.1;3;0.1;10;28;17;43;46;0.5;0.4;63
2021-10-17;10;0.2;3;0.1;3;18;13;23;61;0.5;0.3;61
2021-10-20;13;0.9;4;0.1;14;31;20;51;43;3.3;0.6;64
2021-10-21;11;1.5;5;0.2;30;35;20;81;36;3.5;0.8;63
2021-10-27;13;0.7;3;0.1;12;33;18;51;43;1.2;0.5;63
2021-10-28;17;0.9;3;0.2;17;43;23;68;30;1.9;0.6;63
2021-10-30;6;0.3;3;0.1;7;17;9;27;26;0.8;0.3;64
2021-11-02;2;0.2;5;0.3;4;15;7;21;57;0.5;0.3;61
2021-11-04;5;4.5;5;0.4;17;33;11;58;33;2.1;0.4;60
2021-11-05;4;0.8;4;0.2;17;29;9;54;37;1.6;0.4;60
2021-11-06;3;0.2;3;0.4;6;20;7;29;49;0.5;0.3;59
2021-11-08;9;1.9;7;0.2;39;47;22;106;23;5.7;0.9;60
2021-11-12;9;1.6;3;0.1;28;41;14;84;17;3.4;0.7;63
2021-11-13;11;1.0;3;0.1;17;37;14;63;20;1.9;0.7;63
2021-11-18;8;0.7;3;0.1;14;28;11;49;30;2.0;0.5;62
2021-11-21;10;0.3;3;0.1;9;23;12;37;19;0.6;0.5;64
2021-11-23;4;0.3;3;0.2;7;20;6;31;41;0.5;0.4;62
2021-11-27;3;0.2;4;0.2;6;17;6;26;44;0.7;0.3;62
2021-12-01;7;0.4;3;0.1;11;20;11;37;33;1.0;0.4;64
2021-12-05;2;;3;0.2;2;9;6;13;;;;62
2021-12-08;2;;3;0.1;2;8;5;11;;;;61
2021-12-10;3;;3;0.1;4;11;8;17;;;;64
2021-12-11;2;0.1;3;0.1;4;14;6;21;;0.4;0.3;62
2021-12-14;20;1.7;4;0.2;37;43;26;100;12;3.0;0.8;65
2021-12-15;25;1.3;3;0.2;27;40;30;80;15;2.6;0.7;65
2021-12-26;2;0.1;3;0.1;3;8;4;12;34;0.4;0.3;63
2021-12-27;2;0.1;3;0.1;3;9;8;14;41;0.7;0.2;64
2021-12-29;5;0.2;3;0.1;8;20;9;32;26;0.5;0.3;61
2022-01-05;3;;3;0.4;5;19;10;27;33;;;61
2022-01-07;5;;3;0.2;11;23;10;39;27;;;60
2022-01-08;4;;3;0.2;4;13;8;19;33;;;60
2022-01-11;6;0.7;3;0.1;15;33;9;55;26;1.4;0.4;64
2022-01-12;5;0.6;3;0.2;16;33;9;58;19;1.3;0.5;64
2022-01-13;9;0.7;3;0.1;23;32;12;67;33;1.5;0.6;64
2022-01-14;11;0.3;3;0.2;10;26;15;41;37;1.3;0.5;63
2022-01-15;12;0.3;3;0.2;9;26;15;40;33;0.5;0.5;64
2022-01-19;16;1.1;3;;25;45;23;84;25;2.2;0.7;62
2022-01-22;11;0.3;;;13;30;14;50;30;0.8;0.5;62
2022-01-23;14;0.1;;;3;16;16;20;38;0.3;0.4;63
2022-01-24;11;0.1;;;4;21;12;27;40;0.3;0.4;65
2022-01-25;8;0.2;;;4;21;10;28;50;0.5;0.4;65
2022-01-26;13;0.9;;;23;38;16;73;25;1.4;0.6;64
2022-01-27;13;1.6;5;;52;48;23;128;15;3.0;0.8;65
2022-01-29;12;0.5;3;0.3;23;44;18;78;18;1.0;0.6;61
2022-02-01;8;0.7;4;;22;40;15;73;30;1.4;0.5;61
2022-02-10;13;0.7;3;;16;38;17;62;27;1.2;0.5;64
2022-02-13;18;0.3;3;;7;27;22;38;30;0.5;0.5;64
2022-02-15;3;0.2;4;;6;19;7;28;34;0.4;0.3;60
2022-02-16;4;0.2;4;;6;17;10;26;33;0.5;0.3;60
2022-02-17;5;0.3;3;;9;27;10;41;28;0.4;0.4;61
2022-02-18;14;1.2;5;;29;41;21;85;26;1.8;0.6;64
2022-02-19;9;0.2;3;0.1;7;20;12;31;36;0.4;0.4;64
2022-02-20;5;0.1;3;0.1;5;18;7;25;33;0.3;0.3;62
2022-02-21;6;0.3;4;0.1;12;20;13;38;30;0.7;0.4;61
2022-02-23;10;1.1;3;0.1;19;34;16;64;24;2.3;0.5;62
2022-02-26;7;0.2;3;0.1;6;25;9;34;27;0.4;0.4;65
2022-03-08;10;1.2;3;0.2;14;31;14;51;;1.6;0.6;62
2022-03-12;8;0.5;4;0.1;7;18;11;30;;0.8;0.5;66
2022-03-13;12;0.7;4;0.1;6;19;14;29;;1.0;0.6;65
2022-03-14;9;0.4;3;0.1;2;5;10;8;;0.6;0.3;71
2022-03-20;13;0.4;3;0.1;2;7;15;10;78;0.6;0.6;67
2022-03-21;6;0.4;3;0.1;6;16;8;25;71;0.9;0.4;68
2022-03-23;7;0.4;3;0.1;3;9;9;13;94;0.6;0.4;68
2022-03-24;8;0.4;3;0.1;2;10;9;13;87;0.6;0.4;72
2022-03-27;13;0.4;3;0.1;2;12;16;14;84;0.6;0.3;62
2022-03-28;17;0.7;4;0.1;10;22;22;37;60;1.0;0.5;63
2022-03-30;17;0.6;4;0.1;12;26;25;45;47;4.4;0.5;64
2022-04-01;3;0.4;3;0.1;3;10;6;14;57;0.8;0.3;62
2022-04-03;2;0.4;3;0.1;2;9;3;12;68;0.6;0.3;59
2022-04-04;5;0.4;3;0.1;2;8;7;11;73;0.6;0.3;65
2022-04-07;5;0.4;3;0.1;3;8;9;12;59;0.6;0.3;63
2022-04-08;4;0.8;3;0.1;4;10;11;16;46;1.3;0.4;63
2022-04-10;8;0.4;3;0.1;2;11;12;15;57;0.7;0.3;61
2022-04-11;9;0.5;3;0.1;4;12;13;19;61;2.0;0.4;63
2022-04-22;7;0.5;3;0.1;8;23;12;36;38;0.7;0.4;62
2022-04-24;2;0.4;3;0.1;1;7;4;9;61;0.6;0.3;60
2022-04-25;6;0.4;4;0.1;3;13;8;18;57;0.7;0.3;60
2022-04-26;6;0.6;6;0.1;10;25;10;40;46;1.1;0.4;61
2022-04-28;15;0.6;3;0.1;6;21;18;30;43;0.7;0.5;65
2022-05-02;15;0.5;3;0.1;7;18;19;28;64;2.2;0.4;64
2022-05-03;6;0.4;3;0.1;4;18;7;24;59;0.6;0.3;68
2022-05-06;9;0.8;5;0.1;11;30;15;48;31;1.3;0.5;63
2022-05-07;8;0.4;5;0.1;4;16;12;21;45;0.6;0.3;62
2022-05-12;9;0.4;4;0.1;7;23;12;33;45;0.7;0.4;61
2022-05-15;9;0.4;5;0.1;3;13;13;16;56;0.6;0.3;60
2022-05-17;12;1.5;8;0.1;15;31;20;54;38;2.7;0.5;62
2022-05-21;8;0.6;4;0.1;6;26;13;34;35;1.0;0.4;60
2022-05-22;8;0.6;4;0.1;2;15;11;18;48;1.1;0.4;60
2022-05-25;2;0.5;5;0.1;5;13;4;20;37;0.6;0.3;60
2022-05-26;3;0.6;6;0.1;9;21;7;34;38;0.7;0.4;61
2022-05-29;4;0.4;4;0.1;1;6;7;8;64;0.7;0.3;59
2022-05-30;5;0.4;5;0.1;3;11;8;16;59;0.7;0.3;62
2022-06-01;;0.7;4;0.1;6;17;;27;;1.0;0.4;62
2022-06-03;;0.6;4;0.1;5;13;;20;;1.0;0.4;62
2022-06-07;;0.6;4;0.1;6;13;;22;;1.3;0.4;61
2022-06-08;15;0.6;5;0.1;6;20;20;28;60;1.4;0.4;61
2022-06-11;9;0.4;6;0.1;4;17;12;23;39;0.7;0.3;60
2022-06-12;7;0.4;5;0.1;3;17;12;20;50;0.6;0.3;58
2022-06-16;12;0.7;6;0.1;8;29;18;41;54;1.2;0.4;60
2022-06-19;15;0.4;3;0.1;2;6;19;8;81;0.6;0.3;59
2022-06-21;17;0.6;3;0.1;8;21;24;33;45;1.9;0.4;62
2022-06-26;8;0.4;3;0.1;2;5;9;7;75;0.6;0.3;59
2022-07-03;10;0.4;3;0.1;2;11;12;14;66;0.6;0.3;58
2022-07-04;11;0.7;3;0.1;7;19;15;29;51;1.1;0.4;60
2022-07-05;13;0.4;3;0.1;3;9;17;13;63;0.8;0.4;62
2022-07-07;11;0.4;3;0.1;6;20;16;28;60;0.8;0.3;60
2022-07-09;12;0.4;3;0.1;2;15;15;18;79;0.6;0.3;60
2022-07-12;10;0.6;3;0.1;7;31;15;41;56;1.6;0.4;59
2022-07-13;12;0.9;3;0.1;7;25;19;35;55;1.6;0.4;59
2022-07-14;9;0.8;3;0.1;6;17;13;26;60;1.3;0.4;59
2022-07-22;23;0.6;3;0.1;6;18;29;27;46;2.0;0.4;60
2022-07-24;24;0.4;3;0.1;2;10;27;13;;0.6;0.3;58
2022-07-25;25;0.9;3;;8;18;31;29;;2.3;0.4;60
2022-07-27;18;0.4;3;;6;15;23;25;;0.7;0.3;60
2022-07-31;15;0.4;3;0.1;2;7;18;10;;0.6;0.4;58
2022-08-01;16;0.6;3;0.1;5;16;21;24;67;0.9;0.4;59
2022-08-06;11;0.4;3;0.2;2;10;15;12;82;0.6;0.3;58
2022-08-07;13;0.4;3;0.2;2;7;16;8;;0.6;0.3;57
2022-08-08;15;1.4;3;0.2;4;15;19;21;83;0.7;0.3;59
2022-08-10;14;0.5;3;0.1;3;14;18;17;87;0.7;0.4;58
2022-08-15;18;0.4;3;0.1;1;6;25;8;87;0.6;0.3;56
2022-08-17;33;0.5;3;0.1;4;18;44;23;72;0.8;0.5;59
2022-08-18;28;0.5;3;0.1;4;17;39;22;73;0.8;0.7;59
2022-08-19;17;0.4;3;0.1;4;14;25;20;69;0.7;0.4;58
2022-08-23;9;0.5;3;0.1;5;13;11;20;51;0.8;0.3;59
2022-08-26;11;0.4;3;0.1;4;11;15;16;56;0.6;0.3;61
2022-09-01;19;0.6;3;0.2;7;18;26;28;61;0.8;0.4;61
2022-09-06;15;0.8;3;0.2;9;24;25;37;57;1.4;0.4;60
2022-09-07;14;0.9;3;0.2;11;29;25;46;53;1.6;0.4;59
2022-09-10;8;0.4;3;;3;10;11;15;66;0.6;0.3;59
2022-09-15;8;0.6;3;;6;16;13;26;63;1.2;0.3;59
2022-09-17;11;0.4;3;;3;8;14;12;69;0.6;0.3;61
2022-09-19;13;0.7;3;0.2;9;20;16;33;56;2.2;0.4;63
2022-09-24;17;0.5;3;0.2;3;10;20;14;64;0.7;0.3;63
2022-09-29;6;0.5;3;0.2;5;11;12;18;52;1.6;0.3;61
2022-10-06;10;0.4;3;0.2;2;8;13;11;71;2.6;0.3;
2022-10-10;21;0.9;3;0.2;12;21;25;40;39;1.5;0.5;
2022-10-11;16;0.5;3;0.2;3;12;17;16;54;0.6;0.3;
2022-10-13;22;0.8;3;0.2;12;23;26;41;40;1.3;0.4;
2022-10-16;24;0.5;3;0.2;4;13;28;19;56;0.7;0.4;
2022-10-18;29;1.3;3;0.2;12;25;37;43;28;4.6;0.5;
2022-10-21;19;0.8;3;0.2;7;15;26;26;30;1.3;0.4;
2022-10-27;23;1.7;3;0.2;19;22;42;51;42;4.2;0.6;
2022-11-03;15;0.6;3;0.1;7;14;37;25;36;0.8;0.4;
2022-11-05;6;0.6;4;0.2;8;19;15;32;43;0.9;0.4;
2022-11-08;12;0.8;3;0.2;12;18;28;36;37;1.1;0.4;
2022-11-09;7;0.8;3;0.2;11;18;17;34;35;1.8;0.4;
2022-11-14;13;0.6;3;0.2;12;15;27;33;29;0.8;0.4;
2022-11-19;3;0.4;3;0.1;3;9;8;13;57;0.6;0.3;
2022-11-20;3;0.4;3;0.1;2;6;7;9;60;0.7;0.3;
2022-11-21;3;0.4;3;0.2;3;6;12;9;60;0.8;0.3;
2022-11-24;7;1.5;3;0.3;15;17;15;40;37;2.8;0.7;
2022-11-27;12;0.6;3;0.2;9;21;22;34;26;1.0;0.5;
2022-12-01;8;0.5;3;0.2;2;10;14;13;52;1.9;0.4;
2022-12-02;10;0.5;3;0.2;2;9;17;12;56;0.6;0.4;
2022-12-06;23;0.9;3;0.2;10;18;38;34;35;1.3;0.6;
2022-12-14;6;2.1;3;0.3;21;23;12;55;36;2.8;0.6;
2022-12-16;5;0.7;3;0.2;8;17;10;29;40;2.5;0.5;
2022-12-21;4;0.5;3;0.1;3;9;10;14;52;0.9;0.3;
2022-12-23;4;0.4;3;0.2;7;12;9;22;41;1.0;0.4;
2022-12-24;10;0.7;3;0.3;13;17;18;36;30;2.0;0.5;
2022-12-25;9;0.4;3;0.2;6;14;16;23;32;1.1;0.4;
2022-12-27;18;0.8;4;0.2;22;30;35;63;18;2.2;0.6;
2023-01-02;25;1.2;3;0.3;20;25;48;55;21;2.3;0.7;
2023-01-07;16;0.6;3;0.3;4;11;33;16;43;0.7;0.5;
2023-01-09;5;0.7;3;0.2;10;20;16;35;41;1.2;0.5;
2023-01-10;9;0.7;3;0.3;15;24;20;46;31;2.5;0.5;
2023-01-20;7;0.6;3;0.3;17;27;23;52;40;1.1;0.5;
2023-01-23;9;1.1;3;0.4;21;27;25;59;36;1.1;0.6;
2023-01-24;11;0.5;3;0.4;7;16;24;27;42;0.8;0.6;
2023-01-30;17;0.8;3;0.4;19;27;31;55;27;1.7;0.6;
2023-02-06;6;0.4;3;0.3;5;12;12;19;47;1.4;0.4;
2023-02-07;5;0.4;3;0.3;5;17;10;25;49;1.0;0.5;
2023-02-09;3;0.4;3;0.5;4;11;8;17;68;0.6;0.4;
2023-02-14;14;0.6;3;0.3;10;20;18;35;57;0.9;0.5;
2023-02-17;20;1.2;3;0.4;20;35;25;66;29;4.1;0.7;
2023-02-19;20;;3;0.4;11;31;25;48;29;;;
2023-02-24;4;;3;0.3;13;25;8;45;37;;;
2023-02-25;4;0.3;3;0.3;4;12;9;18;52;0.6;0.4;
2023-02-26;2;0.3;3;0.3;2;7;11;10;69;0.6;0.3;
2023-02-27;2;0.3;3;0.3;4;9;11;14;70;0.7;0.3;
2023-03-02;11;0.6;3;0.3;11;27;18;43;50;0.9;0.5;
2023-03-04;15;0.4;3;0.4;4;16;20;22;62;0.6;0.5;
2023-03-10;2;0.5;4;0.2;5;12;10;19;68;1.4;0.4;
2023-03-11;3;0.3;3;0.2;3;6;16;10;59;0.6;0.3;
2023-03-12;5;0.3;3;0.3;3;9;10;14;43;0.6;0.3;
2023-03-13;6;0.8;4;0.3;17;19;24;46;36;2.4;0.4;
2023-03-15;8;1.0;4;0.3;9;23;16;38;53;1.7;0.5;
2023-03-17;13;0.4;4;0.3;4;16;20;22;64;0.6;0.4;
2023-03-18;13;0.4;4;0.3;3;15;26;20;50;0.6;0.4;
2023-03-19;15;0.4;7;0.3;5;17;28;24;44;0.7;0.7;
2023-03-20;3;0.5;4;0.3;9;20;9;35;46;0.7;0.5;
2023-03-28;4;0.6;4;0.3;10;22;12;37;61;1.1;0.4;
2023-03-30;7;1.1;4;0.4;15;23;29;45;51;1.6;0.5;
2023-03-31;4;0.4;3;0.3;3;8;30;12;74;0.6;0.3;
2023-04-07;2;0.4;3;0.3;2;8;7;11;81;0.6;0.3;
2023-04-17;1;0.5;3;0.2;2;9;5;12;81;0.7;0.3;
2023-04-18;2;0.4;3;0.3;7;17;6;28;81;0.8;0.4;
2023-04-24;6;0.7;3;0.3;5;13;10;20;68;2.6;0.3;
2023-04-25;5;1.0;4;0.3;11;20;10;37;64;1.3;0.4;
2023-04-28;10;0.8;3;0.4;8;16;14;28;57;1.1;0.4;
